restaurant_name,location,listed_in(type),rest_type,rate_clean,votes_clean,dining_votes,delivery_votes,approx_cost_clean,online_order,book_table
Swagth Hotel,Charminar, Hyderabad,Chinese,3.961132015620043,0,0,0,272.8333333333333,No,No
Swat Pizza,Sodala, Jaipur,Beverages,3.95,105,105,0,504.081081081081,No,Yes
Swiss Castle,Abids, Hyderabad,Fast Food,4.3,162,162,0,380.3626890756302,No,Yes
"T Shop - Tea, Snacks & More",Royapettah, Chennai,Beverages,3.9,854,30,824,243.76576576576576,Yes,Yes
TFC - The Food Club,Bardez, Goa,Fast Food,3.811132015620044,53,0,53,446.891891891892,Yes,No
TKS Iyengars,Basaveshwara Nagar, Bangalore,South Indian,3.7,79,79,0,150.66197183098592,No,Yes
Taco Bell,The Next Galleria Mall, Hyderabad,Wraps,4.0,117,117,0,385.001443298969,No,Yes
Taj Biryani,Entally, Kolkata,Pizza,3.75,427,427,0,284.56,No,Yes
Taj Mahal - Taj Mahal Hotel,Taj Mahal Hotel, Hyderabad,Beverages,4.1,0,0,0,249.4311926605505,No,No
Taj Mughalai,Purasavakkam, Chennai,Sichuan,3.711132015620044,717,0,717,283.9463087248322,Yes,No
Talk Of The Town,MI Road, Jaipur,Biryani,4.15,0,0,0,756.2564102564103,No,No
Tan-Sukh By Kanha,C Scheme, Jaipur,Desserts,4.1,301,301,0,463.99261992619927,No,Yes
Tandoor -3 Family Dhaba,Mahaveer Nagar, Raipur,Pizza,3.6,28,28,0,355.6914893617021,No,Yes
Tapri By The Corner,Koramangala 5th Block, Bangalore,Chinese,3.95,179,179,0,348.0921052631579,No,Yes
Tapri Pratham,Lal Kothi, Jaipur,Beverages,4.199999999999999,692,692,0,464.58715596330273,No,Yes
Taste Of Turkey,George Town, Chennai,Kebab,4.061132015620044,258,0,258,394.6875,Yes,No
Tasty Tiffin Food Service,Penha de Franca, Goa,North Indian,3.961132015620043,222,0,222,208.96,Yes,No
Tea Junction,New Market Area, Kolkata,Pizza,3.5,789,109,680,407.037037037037,Yes,Yes
Tea Shack,Palarivattom, Kochi,Ice Cream,3.892724144860015,0,0,0,71.66666666666667,No,No
Tellicherry Kitchen,Vennala, Kochi,Fast Food,3.811132015620044,0,0,0,598.1917808219179,No,No
Texas Burgers,Thippasandra, Bangalore,Burger,3.9111320156200433,0,0,0,609.0866141732283,No,No
Thaal Kitchen,MG Road, Kochi,Fast Food,3.9,126,126,0,325.62745098039215,No,Yes
Thalairaj Biryani,Indiranagar, Bangalore,South Indian,3.961132015620043,0,0,0,527.768115942029,No,No
Thali and More,C Scheme, Jaipur,Beverages,4.4,0,0,0,533.4230857142857,No,No
Thanjai Veeraswamy,T. Nagar, Chennai,Beverages,3.9,121,121,0,474.4561403508772,No,Yes
The American Pizza,Indira Nagar, Lucknow,Beverages,3.4000000000000004,45,45,0,307.5211267605634,No,Yes
The Bahubelly,Kankurgachi, Kolkata,Pizza,3.6,98,98,0,594.8484848484849,No,Yes
The Belgian Waffle Co.,Attapur, Hyderabad,Ice Cream,4.1,1,1,0,399.3828729281768,No,Yes
The Belgian Waffle Co.,Matunga East, Mumbai,Beverages,4.05,407,407,0,399.3828729281768,No,Yes
The Biryani Inc.,Kasba, Kolkata,Pizza,3.961132015620043,0,0,0,467.6181818181818,No,No
The Breakfast Cafe,Civil Lines, Raipur,Pizza,3.711132015620044,683,1,682,360.4761904761905,Yes,Yes
The Burger Cafe,Perambur, Chennai,Shake,3.9111320156200433,868,0,868,229.03030303030303,Yes,No
The Burger Club,Koti, Hyderabad,Shake,3.561132015620044,241,0,241,260.8831168831169,Yes,No
The Burping Panda,Park Circus Area, Kolkata,Pizza,3.861132015620044,0,0,0,302.8995983935743,No,No
The Busy Beans,Raja Park, Jaipur,Burger,3.8,756,65,691,335.9978947368421,Yes,Yes
The Chef Company,Nungambakkam, Chennai,Healthy Food,4.011132015620044,0,0,0,432.4901960784314,No,No
The Chinese Wok,Kondhwa, Pune,Sichuan,4.0,99,99,0,576.448275862069,No,Yes
The Dastarkhan,Indira Nagar, Lucknow,North Indian,3.811132015620044,0,0,0,621.1904761904761,No,No
The Diamond Pizza & Chinese Point,Jankipuram, Lucknow,Fast Food,3.7,63,6,57,274.8,Yes,Yes
The Exotic Shawarma,Mehdipatnam, Hyderabad,Shawarma,3.85,44,44,0,361.52941176470586,No,Yes
The Fatty Bao,Linking Road, Mumbai,Chinese,4.25,0,0,0,1111.4418604651162,No,No
The Garam Chulha,Aliganj, Lucknow,Chinese,3.961132015620043,878,0,878,375.52941176470586,Yes,No
The Good Bowl,Wadala, Mumbai,Italian,3.861132015620044,912,0,912,469.02564102564105,Yes,No
The Grand Thakar,Satellite, Ahmedabad,Beverages,4.25,0,0,0,284.8196721311475,No,No
The Hazelnut Factory,Nirala Nagar, Lucknow,Bakery,4.35,780,780,0,777.2114285714287,No,Yes
The Hearth Kitchen,Panampilly Nagar, Kochi,Pizza,4.05,633,4,629,784.9019607843138,Yes,Yes
The High Joint,Alwarpet, Chennai,Beverages,4.011132015620044,264,0,264,513.1363636363636,Yes,No
The House Of Momo's,Mani Nagar, Ahmedabad,Chinese,3.95,35,35,0,427.76666666666665,No,Yes
The Hunger Box,Bodakdev, Ahmedabad,Salad,3.9111320156200433,0,0,0,471.081081081081,No,No
The Kalika Hut,Hazratganj, Lucknow,Fast Food,3.6,12,12,0,542.3376623376624,No,Yes
The Kati Roll Shop,Gopalapuram, Chennai,Kebab,4.1,422,422,0,449.8666666666666,No,Yes
The Kebabish,Kankaria, Ahmedabad,Fast Food,3.75,337,337,0,605.0267379679144,No,Yes
The Lio Pizza,Paldi, Ahmedabad,Beverages,3.8,36,36,0,554.7115384615385,No,Yes
The Matka Biryani,Lower Parel, Mumbai,Lucknowi,3.861132015620044,0,0,0,768.4186046511628,No,No
The Messy Door,Shastri Nagar, Jaipur,Beverages,4.1,901,901,0,431.4967741935484,No,Yes
The Mohalla,Mani Nagar, Ahmedabad,Sichuan,3.9,105,105,0,439.48958333333326,No,Yes
The Momo Factory,Dadar Shivaji Park, Mumbai,Fast Food,3.25,97,97,0,527.6878172588832,No,Yes
The Momoz Hub,C Scheme, Jaipur,Beverages,3.9111320156200433,183,0,183,560.6171428571429,Yes,No
The Old Mirchi Biryani,Alwarpet, Chennai,Desserts,4.011132015620044,0,0,0,536.3703703703704,No,No
The Oven,Nirala Nagar, Lucknow,Fast Food,4.05,491,491,0,647.5873015873016,No,Yes
The Pizza Box,Senapati Bapat Road, Pune,Beverages,3.95,643,128,515,571.6767676767677,Yes,Yes
The Pizza Station,Jhotwara, Jaipur,Chinese,4.0,119,119,0,412.9896907216496,No,Yes
The Pizza Unlimited,Pink City, Jaipur,Street Food,3.7,550,550,0,531.7730496453901,No,Yes
The Royal Rucchik Restaurant,Porvorim, Goa,Sichuan,3.3,390,9,381,271.55172413793105,Yes,Yes
The Royal Ruchik,Panaji, Goa,Biryani,3.9,36,36,0,366.45,No,Yes
The Tea Planet,Attapur, Hyderabad,Coffee,3.5,116,0,116,210.56296296296296,Yes,No
The Thickshake Factory,Himayath Nagar, Hyderabad,Beverages,3.6,38,38,0,455.0679611650485,No,Yes
The Waffle Bite,Bais Godam, Jaipur,Fast Food,3.961132015620043,168,0,168,248.44776119402985,Yes,No
The Wrap House,Malakpet, Hyderabad,Fast Food,4.05,60,60,0,409.12280701754383,No,Yes
The Yellow House - The Robot Restaurant,C Scheme, Jaipur,Beverages,3.6,0,0,0,655.3541666666666,No,No
Theobroma,Lavelle Road, Bangalore,Beverages,3.8,32,32,0,777.7697841726618,No,Yes
Theobroma,Matunga East, Mumbai,Beverages,3.95,177,177,0,777.7697841726618,No,Yes
Third Wave Coffee,Karve Nagar, Pune,Pizza,4.15,700,36,664,530.85875,Yes,Yes
Tibb's Frankie - Serving Rolls Since 1969,MPM Mall, Hyderabad,Rolls,4.15,93,93,0,158.33333333333334,No,Yes
Tibet Momo - World Class Pan Asian Cuisine,Kora Food Street, Chennai,Tibetan,4.0,99,99,0,338.0,No,Yes
Tipsy Restaurant,Vidhyadhar Nagar, Jaipur,South Indian,3.9,169,169,0,402.8491620111732,No,Yes
Tipsy Topsy Bakery,Saroor Nagar, Hyderabad,Chinese,3.85,225,225,0,349.9425287356322,No,Yes
Tite Da Dhaba,Rajouri Garden, New Delhi,North Indian,4.1,187,187,0,198.23636363636365,No,Yes
Toscano,Nungambakkam, Chennai,Beverages,4.4,891,891,0,1003.7128205128205,No,Yes
Tossin Pizza,Worli, Mumbai,Beverages,4.15,347,25,322,755.0227272727273,Yes,Yes
Tower Burger,Perambur, Chennai,Beverages,3.75,64,0,64,220.41121495327104,Yes,No
Truffles,St. Marks Road, Bangalore,Desserts,4.449999999999999,0,0,0,441.9062641509434,No,No
Tuday Kebabi,Aliganj, Lucknow,Biryani,3.511132015620044,616,0,616,285.3658536585366,Yes,No
U & Me Soya Chaap,Raja Park, Jaipur,North Indian,3.5,7,7,0,323.5593220338983,No,Yes
UBQ by Barbeque Nation,Banjara Hills, Hyderabad,Desserts,3.761132015620044,0,0,0,876.9802631578947,No,No
UBQ by Barbeque Nation,Kacheripady, Kochi,Desserts,3.711132015620044,0,0,0,876.9802631578947,No,No
UBQ by Barbeque Nation,Nungambakkam, Chennai,Desserts,3.861132015620044,0,0,0,876.9802631578947,No,No
Umiya Annpurna Kathiyawadi,Isanpur, Ahmedabad,North Indian,3.55,42,42,0,268.990990990991,No,Yes
Universal Al Mataam Mandi Kebab & Biryani,Yousufguda, Hyderabad,Kebab,3.8,288,288,0,488.4186046511628,No,Yes
Unlimited Pizza & Fast Food Corner,Pink City, Jaipur,Street Food,3.9111320156200433,59,0,59,535.8387096774194,Yes,No
Unlimited Pizza and Fast Food Corner,Amer Road, Jaipur,Street Food,3.861132015620044,56,0,56,230.16666666666663,Yes,No
Uno Dos Tres,Civil Lines, Raipur,Pizza,3.45,369,18,351,319.9642857142857,Yes,Yes
Urban Biryani,Tatibandh, Raipur,Pizza,4.0,23,23,0,416.4112554112554,No,Yes
Urban Khichdi,Navrangpura, Ahmedabad,Beverages,4.35,0,0,0,481.36,No,No
Ustaad's Kitchen,Devendra Nagar, Raipur,Pizza,4.2,142,142,0,530.1923076923077,No,Yes
Vadilal - Scoop Shop,Ellis Bridge, Ahmedabad,Beverages,3.9,872,29,843,293.64185714285713,Yes,Yes
Vadilal Ice Creams,Indira Nagar, Lucknow,Beverages,3.861132015620044,56,0,56,507.36842105263133,Yes,No
Vaishnav Dhaba,Gopalpura, Jaipur,South Indian,3.861132015620044,0,0,0,339.8545454545455,No,No
Veggie Corner,Liluah, Kolkata,Pizza,3.85,553,553,0,289.13793103448273,No,Yes
Veggiies,Civil Lines, Raipur,Pizza,3.9,154,154,0,448.64844444444446,No,Yes
Victorian Bakery,Jawahar Nagar, Jaipur,Street Food,3.961132015620043,0,0,0,198.91472868217056,No,No
Virasat - E - Curry,Memnagar, Ahmedabad,North Indian,3.861132015620044,0,0,0,417.3970588235294,No,No
WFC - Wow Fried Chicken,Dum Dum, Kolkata,Pizza,3.45,66,66,0,399.8181818181818,No,Yes
WOW! China,Aminijikarai, Chennai,Seafood,3.9,786,77,709,512.1587852494578,Yes,Yes
WOW! China,Church Street, Bangalore,Momos,3.95,47,47,0,512.1587852494578,No,Yes
WOW! China,Park Street Area, Kolkata,Desserts,4.1,0,0,0,512.1587852494578,No,No
WOW! Momo,Church Street, Bangalore,Fast Food,3.6,184,4,180,385.4303723404256,Yes,Yes
WOW! Momo,Malakpet, Hyderabad,Beverages,4.011132015620044,726,0,726,385.4303723404256,Yes,No
WOW! Momo,Sealdah Area, Kolkata,Fast Food,3.95,66,66,0,385.4303723404256,No,Yes
Wafflez,Samta Colony, Raipur,Pizza,4.1,171,171,0,280.3529411764706,No,Yes
Wangs Kitchen,Royapettah, Chennai,Desserts,3.65,279,279,0,790.1418439716311,No,Yes
Wat-a-Burger! - India ka Burger,Connaught Place, New Delhi,Beverages,3.7,289,289,0,573.7993939393939,No,Yes
Wat-a-Burger! - India ka Burger,Hazratganj, Lucknow,Beverages,3.9,71,71,0,573.7993939393939,No,Yes
Wendy's,Law College Road, Pune,Fast Food,3.811132015620044,520,0,520,553.067264573991,Yes,No
Wendy's Burgers,Abids, Hyderabad,Beverages,3.961132015620043,0,0,0,483.4391304347826,No,No
Wendy's Burgers,Shanti Nagar, Bangalore,American,4.011132015620044,0,0,0,483.4391304347826,No,No
William John's Pizza,Navrangpura, Ahmedabad,American,3.6,22,0,22,440.5652173913044,Yes,No
Winners Pizza - Fresh Dough,Sion, Mumbai,Beverages,3.511132015620044,452,0,452,698.4285714285714,Yes,No
Woodys Brook,Palarivattom, Kochi,Shake,3.9111320156200433,0,0,0,589.5,No,No
Wowfillss,Byculla, Mumbai,Beverages,3.9111320156200433,944,0,944,260.6306306306306,Yes,No
Writer's Cafe,Egmore, Chennai,Beverages,4.05,31,31,0,370.2429787234042,No,Yes
Xero Degrees,Shankar Nagar, Raipur,Pizza,3.9111320156200433,696,0,696,564.3212435233161,Yes,No
Yashwanth Pizza Den,RTC X roads, Hyderabad,Beverages,3.9111320156200433,15,0,15,334.85393258426967,Yes,No
Z K Fry Centre,Bhadra, Ahmedabad,Mughlai,3.8,1035,133,902,397.0114942528736,Yes,Yes
Zafar's Fine Dine,Tolichowki, Hyderabad,Desserts,3.95,306,306,0,715.9276018099547,No,Yes
Zaffran Mataam Alarabi,Falaknuma, Hyderabad,Desserts,4.1,1393,482,911,1611.304347826087,Yes,Yes
Zam Zam Briyani,Choolaimedu, Chennai,North Indian,3.35,24,24,0,467.059829059829,No,Yes
Zam Zam Restaurant,Park Circus Area, Kolkata,Pizza,4.25,0,0,0,348.64761904761906,No,No
Zeeshan Biryani Corner,Lalbagh, Lucknow,Biryani,3.85,195,195,0,322.89473684210526,No,Yes
Zomoz - The Momo Company,Abids, Hyderabad,Fast Food,4.061132015620044,726,0,726,317.6134065934066,Yes,No
